Index,Carat,Cut,Color,Clarity,Depth,Table,Price,x,y,z,Size,Cut_number_classification,Color_number_classification,Clarity_number_classification
337,"0,71",Premium,G,VS1,"62,4","61,0",2803,"5,7","5,65","3,54","114,01",4,4,5
338,"0,77",Premium,G,VS2,"61,3","57,0",2803,"5,93","5,88","3,62","126,22",4,4,4
339,"0,71",Premium,G,VS2,"59,9","60,0",2803,"5,81","5,77","3,47","116,33",4,4,4
340,"0,78",Premium,G,VS2,"60,8","58,0",2803,"6,03","5,95","3,64","130,6",4,4,4
341,"0,71",very Good,G,VS1,"63,5","55,0",2803,"5,66","5,64","3,59","114,6",3,4,5
342,"0,91",Ideal,D,SI2,"62,2","57,0",2803,"6,21","6,15","3,85","147,04",5,7,2
343,"0,71",very Good,E,VS2,"63,8","58,0",2804,"5,62","5,66","3,6","114,51",3,6,4
344,"0,71",very Good,E,VS2,"64,0","57,0",2804,"5,66","5,68","3,63","116,7",3,6,4
345,"0,8",very Good,E,SI2,"62,5","56,0",2804,"5,88","5,96","3,7","129,67",3,6,2
346,"0,7",very Good,D,SI1,"62,3","58,0",2804,"5,69","5,73","3,56","116,07",3,7,3
349,"0,82",Ideal,H,VS2,"61,5","56,0",2804,"6,01","6,08","3,72","135,93",5,3,4
350,"0,7",Ideal,D,SI1,"61,0","59,0",2804,"5,68","5,7","3,47","112,34",5,7,3
351,"0,72",Ideal,D,SI1,"62,2","56,0",2804,"5,74","5,77","3,58","118,57",5,7,3
352,"0,72",Ideal,D,SI1,"61,5","54,0",2804,"5,77","5,8","3,56","119,14",5,7,3
353,"0,9",Fair,I,SI1,"67,3","59,0",2804,"5,93","5,84","3,96","137,14",1,2,3
356,"0,73",Ideal,E,SI2,"61,8","58,0",2805,"5,77","5,81","3,58","120,01",5,6,2
357,"0,57",Fair,E,VVS1,"58,7","66,0",2805,"5,34","5,43","3,16","91,63",1,6,7
359,"0,72",Ideal,G,VS2,"62,8","56,0",2805,"5,74","5,7","3,59","117,46",5,4,4
361,"0,82",Good,G,VS2,"64,0","57,0",2805,"5,92","5,89","3,78","131,8",2,4,4
362,"0,81",very Good,G,SI1,"62,5","60,0",2806,"5,89","5,94","3,69","129,1",3,4,3
363,"0,75",very Good,H,VVS1,"60,6","58,0",2806,"5,85","5,9","3,56","122,87",3,3,7
367,"0,93",Premium,J,SI2,"61,9","57,0",2807,"6,21","6,19","3,84","147,61",4,1,2
368,"0,8",very Good,H,VS2,"62,8","57,0",2808,"5,87","5,91","3,7","128,36",3,3,4
370,"1,0",Fair,G,I1,"66,4","59,0",2808,"6,16","6,09","4,07","152,68",1,4,1
371,"0,75",very Good,G,VS2,"63,4","56,0",2808,"5,78","5,74","3,65","121,1",3,4,4
372,"0,58",Ideal,E,VVS2,"60,9","56,0",2808,"5,41","5,43","3,3","96,94",5,6,6
373,"0,73",very Good,D,SI1,"63,1","57,0",2808,"5,74","5,7","3,61","118,11",3,7,3
375,"0,81",Premium,D,SI2,"59,2","57,0",2809,"6,15","6,05","3,61","134,32",4,7,2
380,"0,74",Ideal,D,SI2,"61,7","55,0",2810,"5,81","5,85","3,6","122,36",5,7,2
382,"0,8",Good,G,SI1,"62,7","57,0",2810,"5,84","5,93","3,69","127,79",2,4,3
384,"0,83",very Good,D,SI1,"63,5","54,0",2811,"5,98","5,95","3,79","134,85",3,7,3
385,"1,0",Fair,J,VS2,"65,7","59,0",2811,"6,14","6,07","4,01","149,45",1,1,4
386,"0,99",Fair,I,SI2,"68,1","56,0",2811,"6,21","6,06","4,18","157,3",1,2,2
387,"0,7",very Good,G,VS1,"63,0","60,0",2812,"5,57","5,64","3,53","110,89",3,4,5
389,"0,7",Good,E,SI1,"63,5","59,0",2812,"5,49","5,53","3,5","106,26",2,6,3
391,"0,32",Premium,I,SI1,"62,7","58,0",554,"4,37","4,34","2,73","51,78",4,2,3
392,"0,32",Premium,I,SI1,"62,8","58,0",554,"4,39","4,34","2,74","52,2",4,2,3
393,"0,32",Ideal,I,SI1,"62,4","57,0",554,"4,37","4,35","2,72","51,71",5,2,3
394,"0,32",Premium,I,SI1,"61,0","59,0",554,"4,39","4,36","2,67","51,1",4,2,3
395,"0,32",very Good,I,SI1,"63,1","56,0",554,"4,39","4,36","2,76","52,83",3,2,3
396,"0,32",Ideal,I,SI1,"60,7","57,0",554,"4,47","4,42","2,7","53,34",5,2,3
397,"0,3",Premium,H,SI1,"60,9","59,0",554,"4,31","4,29","2,62","48,44",4,3,3
398,"0,3",Premium,H,SI1,"60,1","55,0",554,"4,41","4,38","2,64","50,99",4,3,3
399,"0,3",Premium,H,SI1,"62,9","58,0",554,"4,28","4,24","2,68","48,63",4,3,3
400,"0,3",very Good,H,SI1,"63,3","56,0",554,"4,29","4,27","2,71","49,64",3,3,3
401,"0,3",Good,H,SI1,"63,8","55,0",554,"4,26","4,2","2,7","48,31",2,3,3
402,"0,3",Ideal,H,SI1,"62,9","57,0",554,"4,27","4,22","2,67","48,11",5,3,3
403,"0,3",very Good,H,SI1,"63,4","60,0",554,"4,25","4,23","2,69","48,36",3,3,3
404,"0,32",Good,I,SI1,"63,9","55,0",554,"4,36","4,34","2,78","52,6",2,2,3
405,"0,33",Ideal,H,SI2,"61,4","56,0",554,"4,85","4,79","2,95","68,53",5,3,2
406,"0,29",very Good,E,VS1,"61,9","55,0",555,"4,28","4,33","2,66","49,3",3,6,5
407,"0,29",very Good,E,VS1,"62,4","55,0",555,"4,2","4,25","2,63","46,95",3,6,5
409,"0,34",Ideal,H,VS2,"61,5","56,0",555,"4,47","4,5","2,76","55,52",5,3,4
410,"0,34",Ideal,H,VS2,"60,4","57,0",555,"4,54","4,57","2,75","57,06",5,3,4
411,"0,34",Ideal,I,VS1,"61,8","55,0",555,"4,48","4,52","2,78","56,29",5,2,5
412,"0,34",Ideal,I,VS1,"62,0","56,0",555,"4,5","4,53","2,8","57,08",5,2,5
413,"0,3",Ideal,G,VS1,"62,3","56,0",555,"4,29","4,31","2,68","49,55",5,4,5
415,"0,35",Ideal,G,SI1,"60,6","56,0",555,"4,56","4,58","2,77","57,85",5,4,3
416,"0,43",very Good,E,I1,"58,4","62,0",555,"4,94","5,0","2,9","71,63",3,6,1
418,"0,36",Ideal,I,VS2,"61,9","56,0",556,"4,54","4,57","2,82","58,51",5,2,4
419,"0,3",Ideal,G,VS2,"62,0","56,0",556,"4,28","4,3","2,66","48,95",5,4,4
420,"0,26",Ideal,E,VS1,"61,5","57,0",556,"4,09","4,12","2,52","42,46",5,6,5
423,"0,71",Ideal,D,SI1,"62,4","57,0",2812,"5,69","5,72","3,56","115,87",5,7,3
424,"0,99",Fair,J,SI1,"55,0","61,0",2812,"6,72","6,67","3,68","164,95",1,1,3
425,"0,73",Premium,E,VS2,"58,6","60,0",2812,"5,92","5,89","3,46","120,65",4,6,4
427,"0,91",Premium,G,SI2,"59,8","58,0",2813,"6,3","6,29","3,77","149,39",4,4,2
428,"0,84",very Good,E,SI1,"63,4","55,0",2813,"6,0","5,95","3,79","135,3",3,6,3
429,"0,91",Good,I,VS2,"64,3","58,0",2813,"6,09","6,05","3,9","143,69",2,2,4
430,"0,76",Premium,E,SI1,"62,2","59,0",2814,"5,86","5,81","3,63","123,59",4,6,3
431,"0,76",Ideal,E,SI1,"61,7","57,0",2814,"5,88","5,85","3,62","124,52",5,6,3
432,"0,75",Premium,E,SI1,"61,1","59,0",2814,"5,86","5,83","3,57","121,96",4,6,3
433,"0,55",very Good,D,VVS1,"61,5","56,0",2815,"5,23","5,27","3,23","89,03",3,7,7
435,"0,74",Premium,G,VS1,"61,7","58,0",2815,"5,79","5,81","3,58","120,43",4,4,5
436,"0,7",Ideal,H,SI1,"60,4","56,0",2815,"5,75","5,81","3,49","116,59",5,3,3
437,"0,7",Ideal,H,SI1,"61,4","56,0",2815,"5,7","5,76","3,52","115,57",5,3,3
438,"0,7",Ideal,H,SI1,"61,5","55,0",2815,"5,73","5,79","3,54","117,45",5,3,3
439,"0,7",Ideal,H,SI1,"61,4","56,0",2815,"5,72","5,77","3,53","116,51",5,3,3
440,"0,9",Fair,J,VS2,"65,0","56,0",2815,"6,08","6,04","3,94","144,69",1,1,4
442,"0,89",Premium,H,SI2,"60,2","59,0",2815,"6,26","6,23","3,76","146,64",4,3,2
443,"0,72",Premium,E,VS2,"58,3","58,0",2815,"5,99","5,92","3,47","123,05",4,6,4
444,"0,96",Fair,E,SI2,"53,1","63,0",2815,"6,73","6,65","3,55","158,88",1,6,2
445,"1,02",Premium,G,I1,"60,3","58,0",2815,"6,55","6,5","3,94","167,75",4,4,1
446,"0,78",very Good,I,VVS2,"61,4","56,0",2816,"5,91","5,95","3,64","128,0",3,2,6
447,"0,61",Ideal,G,VVS2,"60,1","57,0",2816,"5,52","5,54","3,32","101,53",5,4,6
448,"0,71",Good,D,VS1,"63,4","55,0",2816,"5,61","5,69","3,58","114,28",2,7,5
450,"0,87",Ideal,H,SI2,"62,7","56,0",2816,"6,16","6,13","3,85","145,38",5,3,2
451,"0,83",Ideal,H,SI1,"62,5","55,0",2816,"6,04","6,0","3,76","136,26",5,3,3
452,"0,71",Premium,E,SI1,"61,3","56,0",2817,"5,78","5,73","3,53","116,91",4,6,3
453,"0,71",Ideal,I,VVS2,"60,2","56,0",2817,"5,84","5,89","3,53","121,42",5,2,6
454,"0,71",Ideal,E,VS2,"62,7","57,0",2817,"5,66","5,64","3,54","113,01",5,6,4
455,"0,71",Premium,E,VS2,"62,3","58,0",2817,"5,69","5,65","3,53","113,48",4,6,4
457,"0,71",Premium,E,SI1,"59,2","59,0",2817,"5,86","5,83","3,46","118,21",4,6,3
458,"0,71",Premium,E,SI1,"61,8","59,0",2817,"5,75","5,7","3,54","116,02",4,6,3
459,"0,71",Ideal,E,SI1,"61,3","55,0",2817,"5,77","5,72","3,52","116,18",5,6,3
460,"0,71",Premium,E,SI1,"61,4","58,0",2817,"5,77","5,73","3,53","116,71",4,6,3
461,"0,9",Ideal,J,VS2,"62,8","55,0",2817,"6,2","6,16","3,88","148,18",5,1,4
462,"0,71",Good,E,SI1,"62,8","64,0",2817,"5,6","5,54","3,5","108,58",2,6,3
463,"0,7",Premium,E,VS2,"62,4","61,0",2818,"5,66","5,63","3,52","112,17",4,6,4
464,"0,7",Premium,E,VS2,"59,3","60,0",2818,"5,78","5,73","3,41","112,94",4,6,4
465,"0,7",Premium,E,VS2,"63,0","60,0",2818,"5,64","5,6","3,54","111,81",4,6,4
466,"1,0",Premium,H,I1,"61,3","60,0",2818,"6,43","6,39","3,93","161,47",4,3,1
468,"0,8",Ideal,H,SI1,"61,0","57,0",2818,"6,07","6,0","3,68","134,03",5,3,3
469,"0,7",Ideal,E,VS1,"62,9","57,0",2818,"5,66","5,61","3,54","112,4",5,6,5
470,"0,7",Premium,E,VS1,"59,6","57,0",2818,"5,91","5,83","3,5","120,59",4,6,5
472,"0,7",Premium,E,VS1,"62,7","57,0",2818,"5,68","5,64","3,55","113,72",4,6,5
473,"1,0",Fair,H,SI2,"65,3","62,0",2818,"6,34","6,12","4,08","158,31",1,3,2
474,"0,72",very Good,G,VS1,"63,8","58,0",2819,"5,64","5,68","3,61","115,65",3,4,5
475,"0,72",Ideal,H,VS1,"62,3","56,0",2819,"5,73","5,77","3,58","118,36",5,3,5
478,"0,71",Ideal,G,VS1,"62,9","58,0",2820,"5,66","5,69","3,57","114,97",5,4,5
479,"0,75",Ideal,E,SI1,"62,0","57,0",2821,"5,8","5,78","3,59","120,35",5,6,3
480,"0,73",Premium,E,VS2,"61,6","59,0",2821,"5,77","5,73","3,54","117,04",4,6,4
481,"0,53",Ideal,E,VVS1,"61,9","55,0",2821,"5,2","5,21","3,22","87,24",5,6,7
482,"0,73",Premium,E,SI1,"61,3","58,0",2821,"5,83","5,76","3,55","119,21",4,6,3
483,"0,73",Good,E,SI1,"63,6","57,0",2821,"5,72","5,7","3,63","118,35",2,6,3
484,"0,73",Premium,E,SI1,"59,6","61,0",2821,"5,92","5,85","3,51","121,56",4,6,3
485,"0,73",Premium,E,SI1,"62,2","59,0",2821,"5,77","5,68","3,56","116,67",4,6,3
486,"0,73",Premium,D,SI1,"61,7","55,0",2821,"5,84","5,82","3,6","122,36",4,7,3
487,"0,73",very Good,E,SI1,"63,2","58,0",2821,"5,76","5,7","3,62","118,85",3,6,3
488,"0,7",Premium,E,VS1,"60,8","60,0",2822,"5,74","5,71","3,48","114,06",4,6,5
489,"0,72",Premium,E,VS2,"60,3","59,0",2822,"5,84","5,8","3,51","118,89",4,6,4
490,"0,72",Premium,E,VS2,"60,9","60,0",2822,"5,8","5,76","3,52","117,6",4,6,4
491,"0,72",Premium,E,VS2,"62,4","59,0",2822,"5,77","5,7","3,58","117,74",4,6,4
492,"0,7",Premium,E,VS2,"60,2","60,0",2822,"5,73","5,7","3,44","112,35",4,6,4
494,"0,74",Ideal,I,VVS1,"60,8","57,0",2822,"5,85","5,89","3,57","123,01",5,2,7
496,"0,71",Premium,D,SI1,"62,7","60,0",2822,"5,71","5,67","3,57","115,58",4,7,3
497,"0,71",Premium,D,SI1,"61,3","58,0",2822,"5,75","5,73","3,52","115,98",4,7,3
498,"0,7",Premium,D,SI1,"60,2","60,0",2822,"5,82","5,75","3,48","116,46",4,7,3
499,"0,7",Ideal,D,SI1,"60,7","56,0",2822,"5,75","5,72","3,48","114,46",5,7,3
500,"0,9",Good,J,VS2,"64,0","61,0",2822,"6,04","6,03","3,86","140,59",2,1,4
501,"0,71",Ideal,D,SI1,"60,2","56,0",2822,"5,86","5,83","3,52","120,26",5,7,3
502,"0,7",Premium,E,VS2,"61,5","59,0",2822,"5,73","5,68","3,51","114,24",4,6,4
503,"0,7",Premium,E,VS2,"62,6","56,0",2822,"5,71","5,66","3,56","115,05",4,6,4
504,"0,7",Ideal,D,SI1,"59,7","58,0",2822,"5,82","5,77","3,46","116,19",5,7,3
505,"0,7",Good,E,SI1,"61,4","64,0",2822,"5,71","5,66","3,49","112,79",2,6,3
506,"0,7",Ideal,D,SI1,"62,5","57,0",2822,"5,62","5,59","3,51","110,27",5,7,3
507,"0,7",Ideal,D,SI1,"61,8","56,0",2822,"5,73","5,63","3,51","113,23",5,7,3
508,"0,7",Premium,E,VS2,"60,7","62,0",2822,"5,72","5,68","3,46","112,41",4,6,4
510,"0,7",Ideal,D,SI1,"61,4","54,0",2822,"5,75","5,71","3,52","115,57",5,7,3
511,"0,79",very Good,D,SI2,"62,8","59,0",2823,"5,86","5,9","3,69","127,58",3,7,2
512,"0,9",Good,I,SI1,"63,8","57,0",2823,"6,06","6,13","3,89","144,5",2,2,3
513,"0,71",Premium,E,VS2,"62,3","58,0",2823,"5,71","5,66","3,54","114,41",4,6,4
514,"0,61",Ideal,E,VVS2,"61,3","54,0",2823,"5,51","5,59","3,4","104,72",5,6,6
515,"0,9",Fair,H,SI2,"65,8","54,0",2823,"6,05","5,98","3,96","143,27",1,3,2
516,"0,71",Ideal,E,SI1,"60,5","56,0",2823,"5,77","5,73","3,47","114,73",5,6,3
517,"0,71",Premium,D,VS2,"61,2","59,0",2824,"5,74","5,69","3,5","114,31",4,7,4
518,"0,77",Ideal,I,VVS2,"62,1","57,0",2824,"5,84","5,86","3,63","124,23",5,2,6
519,"0,74",Good,E,VS1,"63,1","58,0",2824,"5,73","5,75","3,62","119,27",2,6,5
521,"0,82",Premium,E,SI2,"60,8","60,0",2824,"6,05","6,03","3,67","133,89",4,6,2
522,"0,71",Premium,G,VS1,"62,2","59,0",2825,"5,73","5,66","3,54","114,81",4,4,5
523,"0,83",Premium,H,SI1,"60,0","59,0",2825,"6,08","6,05","3,64","133,89",4,3,3
524,"0,73",very Good,G,VS1,"62,0","57,0",2825,"5,75","5,8","3,58","119,39",3,4,5
525,"0,83",Premium,H,SI1,"62,5","59,0",2825,"6,02","5,95","3,74","133,96",4,3,3
526,"1,17",Premium,J,I1,"60,2","61,0",2825,"6,9","6,83","4,13","194,63",4,1,1
527,"0,91",Fair,H,SI2,"61,3","67,0",2825,"6,24","6,19","3,81","147,16",1,3,2
528,"0,73",Premium,E,VS1,"62,6","60,0",2826,"5,75","5,68","3,58","116,92",4,6,5
529,"0,7",Good,E,VS1,"57,2","59,0",2826,"5,94","5,88","3,38","118,05",2,6,5
530,"0,9",Premium,I,SI2,"62,2","59,0",2826,"6,11","6,07","3,79","140,56",4,2,2
531,"0,7",Premium,E,VS1,"62,2","58,0",2826,"5,66","5,6","3,5","110,94",4,6,5
532,"0,7",very Good,D,VS2,"63,3","56,0",2826,"5,6","5,58","3,54","110,62",3,7,4
533,"0,7",Premium,E,VS1,"59,4","61,0",2826,"5,78","5,74","3,42","113,47",4,6,5
534,"0,9",very Good,I,SI2,"63,5","56,0",2826,"6,17","6,07","3,88","145,31",3,2,2
537,"0,7",very Good,D,SI1,"62,3","59,0",2827,"5,67","5,7","3,54","114,41",3,7,3
538,"0,72",Good,D,VS2,"64,0","54,0",2827,"5,68","5,7","3,64","117,85",2,7,4
539,"0,79",Premium,H,VVS2,"62,6","58,0",2827,"5,96","5,9","3,71","130,46",4,3,6
540,"0,7",Ideal,H,VVS1,"61,6","57,0",2827,"5,69","5,74","3,52","114,97",5,3,7
541,"0,7",Ideal,H,VVS1,"62,3","55,0",2827,"5,66","5,7","3,54","114,21",5,3,7
542,"0,7",Ideal,D,SI2,"60,6","57,0",2828,"5,74","5,77","3,49","115,59",5,7,2
543,"1,01",Premium,H,SI2,"61,6","61,0",2828,"6,39","6,31","3,91","157,65",4,3,2
545,"0,8",Good,E,SI2,"63,7","54,0",2829,"5,91","5,87","3,75","130,09",2,6,2
546,"0,59",Ideal,E,VVS1,"62,0","56,0",2829,"5,36","5,38","3,33","96,03",5,6,7
548,"0,75",Premium,E,SI2,"61,9","57,0",2829,"5,88","5,82","3,62","123,88",4,6,2
549,"0,8",Premium,E,SI2,"60,2","57,0",2829,"6,05","6,01","3,63","131,99",4,6,2
550,"0,71",very Good,E,VS2,"62,7","59,0",2830,"5,65","5,7","3,56","114,65",3,6,4
551,"0,77",very Good,H,SI1,"61,7","56,0",2830,"5,84","5,89","3,62","124,52",3,3,3
555,"0,8",Ideal,I,VS2,"62,1","54,4",2830,"5,94","5,99","3,7","131,65",5,2,4
556,"0,9",Premium,G,SI1,"60,6","62,0",2830,"6,21","6,13","3,74","142,37",4,4,3
557,"0,76",very Good,E,SI2,"60,8","60,0",2831,"5,89","5,98","3,61","127,15",3,6,2
558,"0,72",Ideal,E,SI1,"62,3","57,0",2831,"5,7","5,76","3,57","117,21",5,6,3
559,"0,75",Ideal,E,SI1,"61,4","57,0",2831,"5,82","5,87","3,59","122,65",5,6,3
560,"0,72",Premium,E,SI1,"62,1","58,0",2831,"5,73","5,76","3,57","117,83",4,6,3
561,"0,79",Ideal,G,SI1,"61,8","56,0",2831,"5,93","5,91","3,66","128,27",5,4,3
563,"0,91",very Good,I,SI2,"62,8","61,0",2832,"6,15","6,18","3,87","147,09",3,2,2
564,"0,71",Premium,G,VVS2,"62,1","57,0",2832,"5,75","5,65","3,54","115,01",4,4,6
565,"0,81",Premium,G,SI1,"63,0","60,0",2832,"5,87","5,81","3,68","125,51",4,4,3
566,"0,82",Ideal,H,SI1,"62,5","57,0",2832,"5,91","5,97","3,71","130,9",5,3,3
568,"0,9",Good,J,SI1,"64,3","63,0",2832,"6,05","6,01","3,88","141,08",2,1,3
569,"0,8",very Good,I,VS2,"62,0","58,0",2833,"5,86","5,95","3,66","127,61",3,2,4
570,"0,56",very Good,E,IF,"61,0","59,0",2833,"5,28","5,34","3,24","91,35",3,6,8
571,"0,7",very Good,D,VS2,"59,6","61,0",2833,"5,77","5,8","3,45","115,46",3,7,4
572,"0,7",Ideal,D,VS2,"61,0","57,0",2833,"5,74","5,76","3,51","116,05",5,7,4
574,"0,85",Ideal,H,SI2,"62,5","57,0",2833,"6,02","6,07","3,78","138,13",5,3,2
576,"0,8",Ideal,G,VS2,"62,2","56,0",2834,"5,94","5,87","3,67","127,96",5,4,4
577,"0,8",Ideal,H,VS2,"62,8","57,0",2834,"5,91","5,87","3,7","128,36",5,3,4
578,"0,51",very Good,D,VVS1,"59,9","58,0",2834,"5,16","5,19","3,1","83,02",3,7,7
580,"0,78",Ideal,I,VS2,"61,8","55,0",2834,"5,92","5,95","3,67","129,27",5,2,4
581,"0,9",very Good,J,SI1,"63,4","54,0",2834,"6,17","6,14","3,9","147,75",3,1,3
582,"0,9",Fair,G,SI2,"65,3","59,0",2834,"6,07","6,0","3,94","143,49",1,4,2
583,"0,77",Ideal,E,SI2,"60,7","55,0",2834,"6,01","5,95","3,63","129,81",5,6,2
586,"0,7",Ideal,E,VS2,"61,5","54,0",2835,"5,7","5,75","3,52","115,37",5,6,4
587,"0,72",Ideal,E,VS2,"62,8","57,0",2835,"5,71","5,73","3,59","117,46",5,6,4
588,"0,72",Ideal,E,SI1,"61,0","57,0",2835,"5,78","5,8","3,53","118,34",5,6,3
590,"0,82",very Good,H,SI1,"60,7","56,0",2836,"6,04","6,06","3,67","134,33",3,3,3
591,"0,71",Good,E,VS2,"62,8","60,0",2836,"5,6","5,65","3,53","111,69",2,6,4
592,"0,7",Premium,E,VS1,"62,6","59,0",2837,"5,69","5,66","3,55","114,33",4,6,5
593,"0,7",Ideal,E,VS1,"61,8","56,0",2837,"5,74","5,69","3,53","115,29",5,6,5
595,"0,76",very Good,H,SI1,"60,9","55,0",2838,"5,92","5,94","3,61","126,94",3,3,3
600,"0,7",Premium,G,VS1,"62,6","55,0",2838,"5,73","5,64","3,56","115,05",4,4,5
602,"0,7",very Good,E,SI1,"63,5","59,0",2838,"5,53","5,49","3,5","106,26",3,6,3
605,"0,7",Premium,G,VS1,"63,0","60,0",2838,"5,64","5,57","3,53","110,89",4,4,5
606,"0,74",very Good,E,SI1,"60,0","57,0",2839,"5,85","5,89","3,52","121,29",3,6,3
614,"0,73",Ideal,G,VS2,"61,8","54,0",2839,"5,8","5,82","3,59","121,18",5,4,4
615,"0,7",Ideal,E,VS2,"62,1","54,0",2839,"5,69","5,72","3,54","115,22",5,6,4
616,"0,7",Ideal,G,VS1,"61,3","57,0",2839,"5,71","5,74","3,51","115,04",5,4,5
617,"0,71",Premium,G,VVS2,"60,3","58,0",2839,"5,82","5,78","3,5","117,74",4,4,6
619,"0,79",Premium,G,VS2,"59,3","62,0",2839,"6,09","6,01","3,59","131,4",4,4,4
621,"0,77",very Good,H,VS1,"61,0","60,0",2840,"5,9","5,87","3,59","124,33",3,3,5
625,"0,92",Ideal,D,SI2,"61,9","56,0",2840,"6,27","6,2","3,86","150,05",5,7,2
627,"0,7",Premium,H,VVS1,"59,2","60,0",2840,"5,87","5,78","3,45","117,05",4,3,7
629,"0,71",very Good,D,VS1,"63,4","55,0",2841,"5,69","5,61","3,58","114,28",3,7,5
630,"0,73",very Good,D,SI1,"63,9","57,0",2841,"5,66","5,71","3,63","117,32",3,7,3
636,"0,95",Fair,G,SI1,"66,7","56,0",2841,"6,16","6,03","4,06","150,81",1,4,3
637,"0,73",Ideal,D,SI1,"61,4","57,0",2841,"5,76","5,8","3,55","118,6",5,7,3
639,"0,73",Premium,G,VS1,"61,4","58,0",2841,"5,82","5,77","3,56","119,55",4,4,5
640,"0,8",Ideal,I,VS1,"62,6","54,0",2842,"5,92","5,96","3,72","131,25",5,2,5
642,"0,7",very Good,E,VS2,"60,2","62,0",2843,"5,71","5,75","3,45","113,27",3,6,4
643,"0,7",very Good,E,VS2,"62,7","58,0",2843,"5,65","5,67","3,55","113,73",3,6,4
644,"0,71",very Good,E,VS2,"59,4","58,0",2843,"5,76","5,82","3,44","115,32",3,6,4
646,"0,71",very Good,D,SI1,"61,5","58,0",2843,"5,73","5,79","3,54","117,45",3,7,3
647,"0,73",Ideal,G,VVS2,"61,3","57,0",2843,"5,81","5,84","3,57","121,13",5,4,6
649,"0,72",Ideal,E,VS2,"62,0","57,0",2843,"5,71","5,74","3,55","116,35",5,6,4
651,"0,71",Ideal,G,VVS2,"60,7","57,0",2843,"5,81","5,78","3,52","118,21",5,4,6
652,"0,73",very Good,E,SI1,"57,7","61,0",2844,"5,92","5,96","3,43","121,02",3,6,3
653,"0,7",very Good,E,VS1,"62,0","59,0",2844,"5,65","5,68","3,51","112,64",3,6,5
654,"1,01",Ideal,I,I1,"61,5","57,0",2844,"6,45","6,46","3,97","165,42",5,2,1
655,"1,01",Good,I,I1,"63,1","57,0",2844,"6,35","6,39","4,02","163,12",2,2,1
656,"0,79",Ideal,H,VS2,"62,5","57,0",2844,"5,91","5,93","3,7","129,67",5,3,4
657,"0,7",very Good,E,VS2,"61,8","59,0",2845,"5,65","5,68","3,5","112,32",3,6,4
658,"0,7",very Good,E,VS2,"58,9","60,0",2845,"5,83","5,85","3,44","117,32",3,6,4
659,"0,8",Good,H,VS2,"63,4","60,0",2845,"5,92","5,82","3,72","128,17",2,3,4
660,"1,27",Premium,H,SI2,"59,3","61,0",2845,"7,12","7,05","4,2","210,82",4,3,2
661,"0,79",Ideal,D,SI1,"61,5","56,0",2846,"5,96","5,91","3,65","128,57",5,7,3
663,"0,73",Ideal,H,VVS2,"61,6","56,0",2846,"5,79","5,84","3,58","121,05",5,3,6
664,"1,01",Fair,H,SI2,"65,4","59,0",2846,"6,3","6,26","4,11","162,09",1,3,2
665,"1,01",Good,H,I1,"64,2","61,0",2846,"6,25","6,18","3,99","154,11",2,3,1
666,"0,73",Ideal,E,SI1,"59,1","59,0",2846,"5,92","5,95","3,51","123,64",5,6,3
667,"0,7",Ideal,E,SI1,"61,6","57,0",2846,"5,71","5,76","3,53","116,1",5,6,3
669,"0,77",Premium,E,SI1,"62,9","59,0",2846,"5,84","5,79","3,66","123,76",4,6,3
670,"0,77",Premium,G,VS2,"61,3","60,0",2846,"5,91","5,81","3,59","123,27",4,4,4
671,"0,77",Premium,G,VS1,"61,4","58,0",2846,"5,94","5,89","3,63","127,0",4,4,5
672,"0,84",very Good,H,SI1,"61,2","57,0",2847,"6,1","6,12","3,74","139,62",3,3,3
673,"0,72",Ideal,E,SI1,"60,3","57,0",2847,"5,83","5,85","3,52","120,05",5,6,3
674,"0,76",Premium,D,SI1,"61,1","59,0",2847,"5,93","5,88","3,61","125,87",4,7,3
675,"0,7",very Good,G,VVS2,"62,9","59,0",2848,"5,61","5,68","3,55","113,12",3,4,6
676,"0,54",Ideal,D,VVS2,"61,5","55,0",2848,"5,25","5,29","3,24","89,98",5,7,6
677,"0,75",Fair,D,SI2,"64,6","57,0",2848,"5,74","5,72","3,7","121,48",1,7,2
678,"0,79",Good,E,SI1,"64,1","54,0",2849,"5,86","5,84","3,75","128,33",2,6,3
679,"0,74",very Good,E,VS1,"63,1","58,0",2849,"5,75","5,73","3,62","119,27",3,6,5
680,"0,7",very Good,E,VS2,"61,0","60,0",2850,"5,74","5,77","3,51","116,25",3,6,4
682,"0,75",Ideal,J,SI1,"61,5","56,0",2850,"5,83","5,87","3,6","123,2",5,1,3
683,"1,2",very Good,H,I1,"63,1","60,0",2850,"6,75","6,67","4,23","190,45",3,3,1
685,"0,66",Ideal,D,VS1,"62,1","56,0",2851,"5,54","5,57","3,45","106,46",5,7,5
687,"0,86",Premium,H,SI1,"62,7","59,0",2851,"6,04","5,98","3,77","136,17",4,3,3
689,"0,58",very Good,E,IF,"60,6","59,0",2852,"5,37","5,43","3,27","95,35",3,6,8
690,"0,78",Ideal,I,VS1,"61,5","57,0",2852,"5,88","5,92","3,63","126,36",5,2,5
691,"0,74",Ideal,G,SI1,"61,3","55,0",2852,"5,85","5,86","3,59","123,07",5,4,3
692,"0,73",Ideal,E,SI1,"62,7","55,0",2852,"5,7","5,79","3,6","118,81",5,6,3
